attack,column,missing_count,rows
grayhole,TRX_LAYER_ARRIVAL_TIME(US),92037,92396
grayhole,NW_LAYER_ARRIVAL_TIME(US),3333,92396
grayhole,APP_LAYER_PAYLOAD(Bytes),92037,92396
grayhole,TRX_LAYER_PAYLOAD(Bytes),92037,92396
grayhole,NW_LAYER_PAYLOAD(Bytes),3333,92396
grayhole,LOCAL_ADDRESS,92396,92396
grayhole,REMOTE_ADDRESS,92396,92396
grayhole,CWND,92396,92396
grayhole,SEQ_NO,92396,92396
grayhole,ACK_NO,92396,92396
grayhole,isSyn,92396,92396
grayhole,isAck,92396,92396
grayhole,isFin,92396,92396
grayhole,SEGMENT_LEN,92396,92396
grayhole,RSSI(dbm),107,92396
grayhole,TX_RX_Distance,107,92396
grayhole,Node_Type,11,92396
grayhole,NEIGHBOUR_COUNT,11,92396
grayhole,Source_Rank,11,92396
grayhole,Parrent_Node,1430,92396
grayhole,Number_of_Sibils,1430,92396
grayhole,Parents_Count,1430,92396
grayhole,LQ_SN_PN,1430,92396
grayhole,Sibiling_Same_Parent,5258,92396
grayhole,CMP_LQ_PP_OP,1430,92396
grayhole,Src_DAOAck_count,89063,92396
grayhole,Trs_DAOAck_count,89063,92396
grayhole,Dst_DAOAck_count,89063,92396
grayhole,RANK_ALT_COUNT,1430,92396
grayhole,CHILD_COUNT,1430,92396
grayhole,hop_count,92060,92396
grayhole,same_parent,359,92396
grayhole,Avg_hop_count,92060,92396
grayhole,PRT_BST_LQ,1430,92396
grayhole,PKT_E2E_DELAY,92207,92396
grayhole,pkt_loss,92060,92396
grayhole,cpkt_loss,359,92396
grayhole,Trp_app_count,92144,92396
increase_rank,SEGMENT_ID,222378,222706
increase_rank,APP_LAYER_ARRIVAL_TIME(US),222378,222706
increase_rank,TRX_LAYER_ARRIVAL_TIME(US),222378,222706
increase_rank,NW_LAYER_ARRIVAL_TIME(US),3363,222706
increase_rank,APP_LAYER_PAYLOAD(Bytes),222378,222706
increase_rank,TRX_LAYER_PAYLOAD(Bytes),222378,222706
increase_rank,NW_LAYER_PAYLOAD(Bytes),3363,222706
increase_rank,LOCAL_ADDRESS,222706,222706
increase_rank,REMOTE_ADDRESS,222706,222706
increase_rank,CWND,222706,222706
increase_rank,SEQ_NO,222706,222706
increase_rank,ACK_NO,222706,222706
increase_rank,isSyn,222706,222706
increase_rank,isAck,222706,222706
increase_rank,isFin,222706,222706
increase_rank,SEGMENT_LEN,222706,222706
increase_rank,RSSI(dbm),135,222706
increase_rank,TX_RX_Distance,135,222706
increase_rank,Node_Type,11,222706
increase_rank,NEIGHBOUR_COUNT,11,222706
increase_rank,Source_Rank,11,222706
increase_rank,Parrent_Node,1133,222706
increase_rank,Number_of_Sibils,1133,222706
increase_rank,Parents_Count,1133,222706
increase_rank,LQ_SN_PN,1133,222706
increase_rank,Sibiling_Same_Parent,90534,222706
increase_rank,CMP_LQ_PP_OP,1133,222706
increase_rank,Src_DAOAck_count,219343,222706
increase_rank,Trs_DAOAck_count,219343,222706
increase_rank,Dst_DAOAck_count,219343,222706
increase_rank,RANK_ALT_COUNT,1133,222706
increase_rank,CHILD_COUNT,1133,222706
increase_rank,hop_count,222401,222706
increase_rank,same_parent,328,222706
increase_rank,Avg_hop_count,222401,222706
increase_rank,PRT_BST_LQ,1133,222706
increase_rank,PKT_E2E_DELAY,222588,222706
increase_rank,pkt_loss,222401,222706
increase_rank,cpkt_loss,328,222706
increase_rank,Trp_app_count,222513,222706
sinkhole,SEGMENT_ID,25043,26003
sinkhole,APP_LAYER_ARRIVAL_TIME(US),25043,26003
sinkhole,TRX_LAYER_ARRIVAL_TIME(US),25043,26003
sinkhole,NW_LAYER_ARRIVAL_TIME(US),6345,26003
sinkhole,APP_LAYER_PAYLOAD(Bytes),25043,26003
sinkhole,TRX_LAYER_PAYLOAD(Bytes),25043,26003
sinkhole,NW_LAYER_PAYLOAD(Bytes),6345,26003
sinkhole,LOCAL_ADDRESS,26003,26003
sinkhole,REMOTE_ADDRESS,26003,26003
sinkhole,CWND,26003,26003
sinkhole,SEQ_NO,26003,26003
sinkhole,ACK_NO,26003,26003
sinkhole,isSyn,26003,26003
sinkhole,isAck,26003,26003
sinkhole,isFin,26003,26003
sinkhole,SEGMENT_LEN,26003,26003
sinkhole,RSSI(dbm),391,26003
sinkhole,TX_RX_Distance,391,26003
sinkhole,Node_Type,16,26003
sinkhole,NEIGHBOUR_COUNT,16,26003
sinkhole,Source_Rank,16,26003
sinkhole,Parrent_Node,1791,26003
sinkhole,Number_of_Sibils,1791,26003
sinkhole,Parents_Count,1791,26003
sinkhole,LQ_SN_PN,1791,26003
sinkhole,Sibiling_Same_Parent,10434,26003
sinkhole,CMP_LQ_PP_OP,1791,26003
sinkhole,Src_DAOAck_count,19658,26003
sinkhole,Trs_DAOAck_count,19658,26003
sinkhole,Dst_DAOAck_count,19658,26003
sinkhole,RANK_ALT_COUNT,1791,26003
sinkhole,CHILD_COUNT,1791,26003
sinkhole,hop_count,25076,26003
sinkhole,same_parent,960,26003
sinkhole,Avg_hop_count,25076,26003
sinkhole,PRT_BST_LQ,1791,26003
sinkhole,PKT_E2E_DELAY,25751,26003
sinkhole,pkt_loss,25076,26003
sinkhole,cpkt_loss,960,26003
sinkhole,Trp_app_count,25434,26003
wormhole,SEGMENT_ID,189122,189683
wormhole,APP_LAYER_ARRIVAL_TIME(US),189122,189683
wormhole,TRX_LAYER_ARRIVAL_TIME(US),189122,189683
wormhole,NW_LAYER_ARRIVAL_TIME(US),4406,189683
wormhole,APP_LAYER_PAYLOAD(Bytes),189122,189683
wormhole,TRX_LAYER_PAYLOAD(Bytes),189122,189683
wormhole,NW_LAYER_PAYLOAD(Bytes),4406,189683
wormhole,LOCAL_ADDRESS,189683,189683
wormhole,REMOTE_ADDRESS,189683,189683
wormhole,CWND,189683,189683
wormhole,SEQ_NO,189683,189683
wormhole,ACK_NO,189683,189683
wormhole,isSyn,189683,189683
wormhole,isAck,189683,189683
wormhole,isFin,189683,189683
wormhole,SEGMENT_LEN,189683,189683
wormhole,RSSI(dbm),157,189683
wormhole,TX_RX_Distance,157,189683
wormhole,Node_Type,11,189683
wormhole,NEIGHBOUR_COUNT,11,189683
wormhole,Source_Rank,11,189683
wormhole,Parrent_Node,204,189683
wormhole,Number_of_Sibils,204,189683
wormhole,Parents_Count,204,189683
wormhole,LQ_SN_PN,204,189683
wormhole,Sibiling_Same_Parent,139713,189683
wormhole,CMP_LQ_PP_OP,204,189683
wormhole,Src_DAOAck_count,185277,189683
wormhole,Trs_DAOAck_count,185277,189683
wormhole,Dst_DAOAck_count,185277,189683
wormhole,RANK_ALT_COUNT,204,189683
wormhole,CHILD_COUNT,204,189683
wormhole,hop_count,189145,189683
wormhole,same_parent,561,189683
wormhole,Avg_hop_count,189145,189683
wormhole,PRT_BST_LQ,204,189683
wormhole,PKT_E2E_DELAY,189483,189683
wormhole,pkt_loss,189145,189683
wormhole,cpkt_loss,561,189683
wormhole,Trp_app_count,189279,189683
